Category,Content
magazin,"Ibo'dan Can Tanriyar'a tweet var! Unlu magazinci Can Tanriyar muzik dunyasina adim atip album cikarmasiyla cok konusulmustu. Tanriyar'in sarkilarini dinleyen Ibrahim Tatlises, twitter'dan yorum yapti. Ibrahim Tatlises @imparatoribo Vay be can tanriyar sen neymissin be abi, bilmedim bilemedim o gidince ogrendim supersin arkadas."
magazin,"Herseye ragmen aska devam Bu durum unlu aktorun, bir donem kendisini aldattigi icin ayrilip ardindan yeniden baristigi Stewart'la arasinin acik oldugu yorumlarinin yapilmasina yol acti. Ancak dedikodular asilsiz cikti ve Stewart, sabaha karsi toren sonrasinda duzenlenen partiye katilarak sevgilisine eslik etti. Samimi bir sekilde eglenen ikili, ardindan arkadaslariyla birlikte Beverly Hills'te duzenlenen ozel bir partiye gecti. Aralarini acan ihanet olayi nedeniyle gundemden dusmeyen unlu ciftin, basina daha fazla malzeme olmamak icin goruntulenebilecekleri yerlere birlikte gitmekten kacindiklari one suruldu."
magazin,"Gulben Ergen'in Beren Saat yorumu Ergen, ""Guzelligini tarif ederken yapilacak tarif  'Su Gibi'yse eger, o isim bence Beren Saat'tir"" diyerek oyuncuya ovgude bulundu. Ergen, ardindan ayni iltifati Nil Karaibrahimgil'e de uyarlayarak tweet atti."
magazin,"Halit Ergenc ilk kez konustu Turistik Otelciler Isletmeciler ve Yatirimcilar Birligi, Hilton Otelinde duzenledigi torenle yurtdisinda ilgi goren Turk dizilerinin oyuncu ve yapimcilarina tesekkur plaketi verdi. Torende rol arkadasi Nur Fettahoglu'ya birlikte odul almak uzere sahneye cikan Halit Ergenc de MUhtesem Yuzyil dizisiyle ilgili elestirilere cevap verdi. Dizide Kanuni Sultan Suleyman'i canlandiran Ergenc sunlari soyledi: ""Benim bir keskem var. Keske biz bugun cumhuriyet ve Osmanli donemi ile ilgili sayisiz sayida yapilmis diziler ve filmlerin ardindan yapilmis bir produksiyon olsaydik. Biz biliyoruz ki bir proje dalinda ilkse biz ilk oldugumuz soylemiyoruz. Tabii ki yapilmis baska projeler de var. Bu kadar basari kazanmis bir proje olarak ilkse muhakkak bu kadar cok elestiriye bazen tahribata ugrayacak bazen saldiriya ugrayacak bunlara maruz kalabilir. Iste burada da aslinda biz yapmak istedigimiz noktaya ulasmisiz demektir. Cunku bir televizyon dizisi aslinda belgesel olarak insanlara ders verme mecburiyeti tasimali ama insanlarin kafalarinda sorular yaratip bu sorularin cevaplarini arama istegi uyandirip birbirleriyle konusmaya ve tarihi gercekleri ogrenmeye yonlendirir. Umarim bizden sonra bizden cok daha iyi isler yapacak insanlar icin bugun bizim yasadigimiz korkutucu, urkutucu ve vazgecirici olmaz da bizim yurtici ve yurtdisinda kazandigimiz basarilari yakalar."" MUHTESEM YUZYIL'A MUHTESEM KONUKLAR YAPIMCININ SOZLERI BUZ GIBI BIR HAVA ESTIRDI Odul toreni oncesi sahneye cikan ve kendisini yapimci olarak tanitan Necati Aslan, ""35 yillik yapimciyim gecinemiyorum"" dedi. Korumalarin mudahalesi uzerine ""Ben terorist degilim"" diye bagiran Aslan, ""35 yil emek verdim. Hicbir odulum yok. 85te Osmancik dizisini cektik. Bugune kadar yoktum. Ben hayatimi, milletimi ve devletimi Allahina kadar seviyorum. Ben Tayyip Erdogan manyagiyim. Ama hayatimda birseyim yok. Kirami bile veremiyorum. Hicbirseyim yok. 35 yil emek verdim. Birgun bile baska birsey yapmadim. Sadece sinema yaptim."" dedi. Bunun uzerine programin sunucusu "" Mudahale etmek gerekiyor. Burasi basbakanlik onu degil. Politika yeri de degil"" dedi. Korumalar da Aslani disari cikartti. Ardindan Bakan Gunay konusmasini yapmak uzere sahneye cagirildi. Sahneye cikan Gunay, ""Bu aksamin haberini urettik galiba"" dedi. Gunayin bu sozleri gulusmelere neden oldu. Gunay ""Son yillarda gercekten Turkiye sinemasini desteklemeye calistik. Yeni inema kanunu hazirliyoruz . Ama diziler gercekten kendiliginden Turkiyeyi dunyaya cikardilar. Onceki yillarda nereye gidersek gidelim bircok dizinin adini, oyuncularini ben yurt disindan ogrendim. Oncelikle orada telaffuz ediliyordu. Donup gelip zaman ayirarak bakmaya basladim. Bircok bakan arkadasim artik bana kendi gezilerini bizim dizelere gore ayarladiklarini soyluyor. Simdi Turkiye sinemasi icin yeni kanun hazirligimiz var. Bakanlar kuruluna gecen hafta sevk ettim ve saniyorum ki onumuzdeki toplantilarda bunun sunumunu yapacagim. Orada dizileri de devletin dogrudan dogruya bazi projeleri desteklemelerini de eski kanunda olmayan yeni duzenlemeler olacak. Ve dizi oyuncularinin telif, emek haklarini da guvenceye almis olacagiz. Dizilerdeki guzellikleri goruyoruz ama onun arkasinda bir mesakkat var. Bunlarin farkindayiz ve dizide calisan arkadaslarimizin haklarini yeni kanunla daha guvence altina almis olacagiz"" diye konustu. Konusmanin ardindan odul torenine gecildi. Kanal D televizyonunda yayinlanan Kuzey Guney, Ask-i Memnu, Oyle Bir Gecer Zaman ki, Gumus, Kayip Sehir, Binbir Gece, Ihlamurlar Altinda ve Yalan Dunya dizileri ile Muhtesem Yuzyil, Kurtlar Vadisi, Ezel, Suskunlar, Beni Affet ve Deniz Yildizi dizileri odule layik goruldu. Kuzey Guney dizisinin oyunculari Bugra Gulsoy ve Oyku Karayel ile Ay Film Yapimin sahibi Kerem Cataya odulunu, Kultur ve Turizm Bakani Ertugrul Gunay verdi. TUROB Baskani Timur Bayirdir ise, Muhtesem Yuzyil dizinin oyuncu Halit Ergenc ile Nur Fettahogluna odul verdi. Halit Ergenc, Bakan Gunay, organizasyona katkilarindan dolayi Hilton Worldwide Turkiye Ust Sinif Oteller Bolge Muduru Armin Zerunyana da tesekkur plaketi verdi. Oyuncu ve yapimcilar Bakan Gunay ile toplu hatira fotografi cektirdi."
magazin,"Sahnede atesli opucuk Basrollerde Suna Keskin, Ozge Ozberk, Bulent Seyran, Umran Ertok ve Koray Kurt var. Oyunun en dikkat cekici sahnesi; Ozge Ozberk ile Bulent Seyran'in opusmesi. POSTA"
magazin,"Rafet Elroman'in kizlari yeni geline savas acti Rafet El Roman (43) kizlari Su Elnur (15) ile Sevval'in (13) annesi Tugba Altintop'tan 2003'te bosanmisti. 2010'da cocuklarinin dadisi Yesim Eryildirim'dan bir oglu olmustu: Edvan. 3 ay once de kendinden 21 yas kucuk olan Ceren Kaplakarslan ile Amerika'da nisanlanmisti. Gecenlerde nisanlisi ile Baku'ye konsere giden Rafet El Roman, ""Nikah ne zaman?"" sorusuna ""Kesin tarihi belli degil ama insallah bu yaz evlenecegiz"" yanitini vermisti. 'BASKA GELIN ISTEMIYORUZ' Rafet El Roman kizlarini, mustakbel esiyle bir sure once tanistirmisti. Ama is ciddiye binince Su Elnur cici annesine twitter'dan savas acti. ""Bosuna umutlaniyorsun tatli sey. Babama baski yapmayi birak, kabul edilmedigini biliyorsun"" diye yazdi. Sonra da annesi Tugba Altintop ile Rafet El Roman'in fotografini paylasip altina ""Iste benim favori ciftim. Kusura bakma, baska bir gelini kabul etmiyoruz"" notunu dustu. POSTA"
magazin,"Rafet El Roman'in kizlari yeni geline savas acti Rafet El Roman (43) kizlari Su Elnur (15) ile Sevval'in (13) annesi Tugba Altintop'tan 2003'te bosanmisti. 2010'da cocuklarinin dadisi Yesim Eryildirim'dan bir oglu olmustu: Edvan. 3 ay once de kendinden 21 yas kucuk olan Ceren Kaplakarslan ile Amerika'da nisanlanmisti. Gecenlerde nisanlisi ile Baku'ye konsere giden Rafet El Roman, ""Nikah ne zaman?"" sorusuna ""Kesin tarihi belli degil ama insallah bu yaz evlenecegiz"" yanitini vermisti. 'BASKA GELIN ISTEMIYORUZ' Rafet El Roman kizlarini, mustakbel esiyle bir sure once tanistirmisti. Ama is ciddiye binince Su Elnur cici annesine twitter'dan savas acti. ""Bosuna umutlaniyorsun tatli sey. Babama baski yapmayi birak, kabul edilmedigini biliyorsun"" diye yazdi. Sonra da annesi Tugba Altintop ile Rafet El Roman'in fotografini paylasip altina ""Iste benim favori ciftim. Kusura bakma, baska bir gelini kabul etmiyoruz"" notunu dustu. POSTA"
magazin,"Protestocu Tarkan takvimde RIZE'nin dogal SIT alani ilan edilen Ikizdere Vadisi'nde yapimi suren hidroelektrik santral (HES) insaatlarina karsi mucadele yuruten hemsehrilerine destek olan sanatci Tarkan'in koyu olan Ruzgarli'da, HES karsiti bir pankartin onunde gecen yaz cektirdigi fotograf, Ruzgarli Koyu Yasatma ve Guzellestirme Dernegi'nin (RUZGAR-DER) yeni yil takvimine yeraldi. Tarkan'in kuzeni Meryem Demircan, sanatcinin fotografinin yer aldigi takvimle Simsirli Koyu'nde yapimi planlanan HES projesine karsi duzenlenen protesto gosterisine katildi. Trabzon Kultur ve Tabiat Varliklarini Koruma Bolge Kurulu tarafindan 22 Ekim 2010 tarihinde dogal SIT alani ilan edilen Ikizdere Vadisi'nde bir HES projesi bitiyor, digeri basliyor. Mahkeme kararlari ve yore halkinin protestolarina ragmen yapimi tamamlanan 3 HES projesinin ardindan bu kez de maden suyu kaynaginin bulundugu Simsirli Koyu'nde HES yapimi icin faaliyet baslatildi. Ikizdere deresinde calisma baslatilmasi uzerine Ikizdere Dernegi uyeleri ile yore halki bolgede toplandi, jandarmanin guvenlik onlemleri altinda is makinelerinin calistirilmasina tepki gosterdi. IKIZDERE'NIN BASINDA BIR BELA VAR Ikizdere Dernegi Baskani Suleyman Durmusoglu, 22 HES projesinin planlandigi vadide tahribatin her gecen arttigini belirterek, ""HES yapilirken bir koy, bir vadi hice sayiliyor. Simsirli maden suyu HES'in yapilacagi yerde akiyor. Yaziktir. Sifa dagitan suyumuzu yok ederek HES yapmasinlar. 6 yildir Ikizdere'nin basinda bir bela var. Dusuk kapasiteli santrallerle su guzel dogamizi delip geciyorlar. Ikizdere Dernegi olarak bu HES projesinin hayata gecirilmesini istemiyoruz"" dedi. TARKAN FOTOGRAFLI TAKVIMLE EYLEME DESTEK Ikizdere Vadisi'nde yapimi suren hidroelektrik santral (HES) insaatlarina karsi mucadele yuruten hemsehrilerine her firsatta destek olan sanatci Tarkan'in kendi koyu olan Ruzgarli'da gecen yaz HES karsiti, 'Dereler ozgur aktikca, ozguruz. Su hayattir satilamaz' yazili bir pankartin onunde cektirdigi fotograf da, Ruzgarli Koyu Yasatma ve Guzellestirme Dernegi (RUZGAR-DER) icin cikartilan 2013 yili takviminde kullanildi. Tarkan'in kuzeni Meryem Demircan, takvimle geldigi Simsirli Koyu'nde HES'e karsi cikan koylulere destek verdi. Tarkan'in koye geldiginde cektirdigi fotografi kendisinin bilgisi dahilinde takvimde kullandiklarini belirten Demircan, ""Ben HES'lere karsiyim. Doganin guzelliginin bozulmasini istemiyorum. Kuzenim Tarkan da bize her zaman destek oluyor"" dedi. Sanatci Tarkan 2010 yilinin Agustos ayinda konser verdigi Rize'nin Ikizdere Ilcesi Ovit Yaylasi'nda, ""HES'lerle mucadeleye sonuna kadar devam edecegim. Kimsenin dogayi ve bu guzelligi tahrip etmeye hakki yok' demisti."
magazin,Mutluluk pozu Oyun sonrasi alisveris merkezindeki Fratelli Restaurant'ta duzenlenen partide Ozgu Namal'in sevgilisi Basar Savur objektiflerden kacmak istedi. Ozgu zor da olsa Basar Savur'u mutluluk pozu icin ikna etti! POSTA
magazin,"Eglence turu karakolda bitti Pelin Kormukcunun eski hayat arkadasi Rafi Moreno, onceki gun Ortakoydeki bir mekanda cikan olay yuzunden karakolluk oldu. KARAKOLLUK OLDULAR FOTO-GALERI Rafi Morenonun sevgilisi ile Nilufer Baykal arasinda bir barda cikan tartisma karakolda bitti. Baykal, Morenonun tartismaya dahil olarak kendisini darp ettigini ileri surdu. Bunun uzerine Moreno ve sevgilisi Arnavutkoy Karakoluna giderek ifade verdi. Islemlerin tamamlanmasinin ardindan cift, karakolun arka kapisindan cikarak uzaklasti. Alkollu olduklari icin onlardan sikayetci olmadigini belirten Nilufer Baykal, Ortalik yerde benimle iliskisi oldugunu soyledi. Oyle bir sey olmadigini soyleyince de bana saldirdi. Ama kendisini Allaha havale ediyorum, sikayetci degilim dedi."
magazin,"SIYAD heyecani basliyor Sinema Yazarlari Dernegi'nce (SIYAD) bu yil 45'incisi duzenlenen ve gecen yil gosterime giren toplam 61 filmin 11'inin cesitli dallarda degerlendirildigi listede, Yesim Ustaoglu'nun ""Araf""i butun dallarda aday gosterilen tek film olurken, ""Tepenin Ardi"", ""Yeralti"", ""Gozetleme Kulesi"" ve ""Babamin Sesi"" ise birden fazla dalda aday gosterildi. Dernek uyesi 52 sinema yazarinin oylariyla belirlenen adaylarin yarisacagi ve 21 Ocak Pazartesi gunu saat 19.30'da baslayacak odul toreni, Cemal Resit Rey Konser Salonu'nda gerceklestirilecek. D-Smart'tan canli yayinlanacak torenin sunuculugunu, oyuncu Ceyda Duvenci yapacak. Filmler ve kategoriler Odul icin yarisacak filmler ve kategorileri, su sekilde: -En Iyi Film: Araf, Babamin Sesi, Gozetleme Kulesi, Tepenin Ardi ve Yeralti. -En Iyi Yonetim: Emin Alper (Tepenin Ardi), Zeki Demirkubuz (Yeralti), Zeynel Dogan - Orhan Eskikoy (Babamin Sesi), Pelin Esmer (Gozetleme Kulesi), Yesim Ustaoglu (Araf). -En Iyi Senaryo: Emin Alper (Tepenin Ardi), Zeki Demirkubuz (Yeralti), Orhan Eskikoy (Babamin Sesi), Yesim Ustaoglu (Araf), Cigdem Vitrinel-Sebnem Vitrinel (Geriye Kalan). -Cahide Sonku En Iyi Kadin Oyuncu Performansi: Neslihan Atagul (Araf), Devin Ozgur Cinar (Geriye Kalan), Nilay Erdonmez (Gozetleme Kulesi), Sebnem Hassanisoughi (Geriye Kalan), Selen Ucer (Can). -En Iyi Erkek Oyuncu Performansi: Engin Gunaydin (Yeralti), Baris Hacihan (Araf), Tamer Levent (Tepenin Ardi), Ilyas Salman (Lal Gece), Olgun Simsek (Gozetleme Kulesi). -En Iyi Yardimci Kadin Oyuncu Performansi: Lacin Ceylan (Gozetleme Kulesi), Banu Fotocan (Tepenin Ardi), Tilbe Saran (Zenne), Nihal Yalcin (Araf), Nihal Yalcin (Yeralti). -En Iyi Yardimci Erkek Oyuncu Performansi: Kerem Can (Zenne), Ozcan Deniz (Araf), Ilgaz Kocaturk (Araf), Mehmet Ozgur (Tepenin Ardi), Serhat Tutumluer (Yeralti). -En Iyi Muzik: Volkan Akmehmet - Inanc Sanver (Tepenin Ardi), Cahit Berkay (Bu Son Olsun), Demir Demirkan - Paolo Poti (Zenne), Marc Marder (Araf), Ulas Ozdemir (Uzun Hikaye). -En Iyi Goruntu Yonetimi: George Chiper (Tepenin Ardi), Ozgur Eken (Gozetleme Kulesi), Emre Erkmen (Babamin Sesi), Turksoy Golebeyi (Yeralti), Michael Hammon (Araf). -En Iyi Kurgu: Zeki Demirkubuz (Yeralti), Ayhan Ergursel - Pelin Esmer (Gozetleme Kulesi), Orhan Eskikoy - Cicek Kahraman (Babamin Sesi), Mathilde Muyard - Svetolik Mica Zajc - Naim Kanat (Araf), Ozcan Vardar (Tepenin Ardi). -En Iyi Sanat Yonetimi: Zeki Demirkubuz - Nihan Gunes - Hatip Karabudak (Yeralti), Yelkan Iskorkutan - Reza Hemmatirad (Uzun Hikaye), Osman Ozcan (Gozetleme Kulesi), Osman Ozcan (Araf), Maja Zogg (Zenne). AA"
magazin,"Cagla partide, Emre evde! Cikista, ""Emre Altug nerede?"" sorusuna, ""Evde beni bekliyor. Kuzey ile Uzay'a bakiyor. Gec kaldim"" yanitini verdi. Bir sure once ciftin arasinin bozuk oldugu iddia edilmisti! POSTA/Ugur KOTAN"
magazin,"Ayse Ozyilmazel nasil kilo verdigini acikladi Diyete girip zayiflayan ve eski formuna donen Ayse Ozyilmazel ""Her sabah kahvaltida yogurt yiyorum. Icine de ananas ve tarcin koyuyorum, bebek mamasi gibi oluyor"" dedi. POSTA"
magazin,"Bedia Muvahhit mezari basinda aniliyor Darulbedayinin unutulmaz kadin oyuncularindan Bedia Muvahhit, olumunun 19. yilinda Asiyandaki mezari basinda aniliyor. 20 Ocak 2013 tarihinde Asiyan Mezarliginda saat 13.00te yapilacak torene sanatcinin ailesi, IBB Kultur ve Sosyal Isler Daire Baskani Abdurrahman Sen, IBB Sehir Tiyatrolari Genel Sanat Yonetmeni Hilmi Zafer Sahin, IBB Sehir Tiyatrolari Muduru Salih Efiloglu ile Sehir Tiyatrolari sanatcilari ve calisanlari katilacaktir. Anma toplantisi icin saat 12.00de IBB Sehir Tiyatrolari Muhsin Ertugrul Sahnesinden servis kalkacaktir."
magazin,"Cocuklar Gulsun Diye Dernegi 12.anaokulunu aciyor Yaklasik 100 ogrenciye okul oncesi egitim olanagi sunacak okulun tum insaat ve oyun parki masraflari Johnson Wax tarafindan karsilandi. Turkiyede ihtiyaci olan cok uzak koylere anaokulu yaparak, okul oncesi egitime katki saglamak amaciyla yola cikan Cocuklar Gulsun Diye Dernegi, Johnson Wax katkilariyla temeli atilan 12. anaokulunu acmaya hazirlaniyor. Daha once, Trabzon, Istanbul, Mardin, Tokat, Erzurum, Van, Sinop, Hatay, Sivas, Zonguldak ve Aydinda anaokullari acan Cocuklar Gulsun Diye Dernegi, yeni okulunu Manisa ili Horozkoyde acacak. 22 Ocak tarihinde yapilmasi planlanan acilis toreninin ardindan Milli Egitim Bakanligina bagislanacak olan anaokulu, yaklasik 100 ogrenciye okul oncesi egitim olanagi sunacak. Okulun tum insaat ve oyun parki masraflari ise Johnson Wax tarafindan karsilandi. Okulun acilis toreni,Cocuklar Gulsun Diye Dernegi Baskani Gulben Ergen, Baskan Yardimcisi Elvan Oktarin yani sira; Manisa Valisi Halil Ibrahim Dasoz ve Johnson Wax Genel Muduru Ahmet Cuneyt Baktirin da katilimiyla 22 Ocak gunu saat 14:00da gerceklestirilecek. Cocuklar Gulsun Diye Dernegi, Milli Egitim Bakanligi ile imzaladigi protokol cercevesinde ihtiyaci olan illerde anaokulu yapmak uzere calismalarini tum hiziyla surduruyor. Dernek, sponsorlari ve bagiscilarinin destegiyle, okul oncesi egitimin yayginlasmasi ve gelismesi icin yeni okullar acmak icin calisiyor."
magazin,"Tatlises artik Sanliurfaspor yoneticisi Eski baskan Mustafa Kemal Saracoglu'nun istifasinin ardindan kongre karari alan Sanliurfaspor yonetimi, tek liste halinde bugun secime gitti. Sehitlik Camlik'ta ogle saatlerinde baslayan kongre, delegeler salondaki yerlerini almasi ardindan, olusturulan divan heyeti uye yoklamasi ve gundem maddelerinin okunmasiyla basladi. Uye yoklamasi ve acilis konusmalarinin ardindan gerceklestirilen secimde oy cogunluguyla isadami Feti Simsek, kulup baskanligina secildi. Feti Simsek baskanligindaki 25 kisiden olusan yeni yonetimde Sanliurfali turkucu Ibrahim Tatlises de yer aldi. Kongre ardindan konusma yapan Simsek, Sanliurfaspor'u hak ettigi yere tasiyacagini belirtti. Simsek, ""Beni bu goreve layik goren herkese tesekkur ediyorum. Sanliurfaspor'u hak ettigi yere tasiyacagiz. Yonetime secilen arkadaslarima da guveniyorum. Sanliurfaspor'a herkesin destegini bekliyoruz"" dedi. DHA"
magazin,"Filmi olumunden sonra kayboldu Amerikali oyuncu River Phoenix'in son filmi ''Dark Blood'', olumunden 20 yil sonra ABD'de ilk kez Miami'de yapilacak Uluslararasi Film Festivali'nde gosterilecek. Festival Baskani Jaie Laplante, Hollywood'un en buyuk gizemlerinden birini olusturan filmin Miami Festivali'nde gosterilecek olmasindan buyuk onur duyduklarini soyledi. Laplante, ''Olaganustu bir yetenege sahip Phoenix'in trajik olumu, 20 yil sonra bile etkisini surduruyor. Filmin yonetmeni George Sluizer, Phoenix'in olumunden once yuzde 80'ini tamamladigi filmin festivalde gosterilmesine izin vererek bize buyuk onur verdi'' dedi. 13. Miami Uluslararasi Film Festivali, 1-10 Mart arasinda duzenlenecek. FILM, OLUMUNUN ARDINDAN KAYBOLMUSTU Jonathan Pryce ve Judy Davis'in de rol aldigi film, Phoenix'in olumunun ardindan kaybolmustu. Sluizer, 1999'da bir kasada bulunan ve yakilmak uzere olan filmi kurtarmisti. Unlu yonetmen, 10 yillik bir calismanin ardindan tamamladigi filmle 2012 sonbaharinda Hollanda'daki film festivaline katilmisti. Film, evliliklerini kurtarmak icin ikinci kez balayina cikan zengin bir ciftin araclarinin colde bozulmasi uzerine yasadiklarini anlatiyor. 31 Ocak 1993'te Hollywood'daki bir gece kulubunun onunde asiri dozda uyusturucu nedeniyle 23 yasinda yasamini yitiren Phoenix'in kendisi gibi oyuncu kardesi Joaquin Phoenix ve ailenin diger uyelerinin, filmin gosterimi ile ilgili hicbir aciklama yapmadiklari belirtildi. OYUNCULUK KARIYERINE 10 YASINDA BASLADI Oyunculuk kariyerine 10 yasinda baslayan River Phoenix, ''Stand By Me'', ''Little Nikita'', ''Indiana Jones and the Last Crusade'' ve ''My Own Private Idaho'' gibi filmlerde rol almis, 1988'de ''Running On Empty'' filmindeki performansiyla Oscar ve Altin Kure'ye aday gosterilmisti."
magazin,"'Git kendine yasitin biriyle ol' Unlu sarkici Jennifer Lopez, kendinden 18 yas kucuk sevgilisine merak edilen soruyu sordu. Turkiye'de verdigi konseri hala hafizalardan silinmeyen unlu sarkici Jennifer Jopez, People dergisine samimi itiraflarda bulundu. Sarkici Marc Anthony'den bosandiktan sonra kendisinden 18 yas kucuk bir sevgili edindi. Ingiliz basinindan The Daily Mail sitesinde yer alan habere gore, 25 yasindaki sevgilisi Casper Smart ile ilgili sorulari ictenlikle yanitlayan 43 yasindaki sarkici, aradaki 18 yas ile ilgili cikan dedikodulara ictenlikle cevap verdi. Lopez, ""Bazen ona, 'Neden gidip kendi yasina yakin biriyle birlikte olmuyorsun. Neden benimlesin ve bu iliskinin ne kadar surecegini dusunuyorsun' diye soruyorum. Ayni sorulari kendime de yoneltiyorum"" dedi. Bu sorulara verilebilecek tek yanitin birbirilerini bugun, su anda seviyor olmalari oldugunu belirten Lopez, ""10 yil sonra ikimiz arasindaki fark belirginlesecek olsa da bugun birbirimize asigiz ve birbirimizi mutlu ediyoruz"" seklinde konustu."
magazin,"Hayraninin gogsune imza atti Portland'da sahneye cikan Lady Gaga, konser sonrasi goguslerine imza attirmak isteyen bir hayranini kiramadi ve kalemi eline alip imza atti. Her iki gogsune ""Ga-Ga"" yazan unlu sarkici isine oyle konsantre olmustu ki kendisini izleyen gazetecilerin objektifine bile bakmadi. BornBraveBus otobisi ile ABD'de turnesine devam eden Lady Gaga, gecen gunku konserinde pantolonunun arkasi yirtilmis ve tum dunyada buyuk yanki uyandirmisti."
magazin,"Justin dovme yaptirmaya doyamiyor Kendinden yasca buyuk meslektaslarina ragmen genc yasta sohrete kavusan Justin Bieber, dovme yaptirmaya doyamiyor. Vucdunun bircok yerinde dovmesi olan genc sarkici, yeniden dovme yaptirirken goruntulendi. Ingiliz basinindan The Daily Mail sitesinde yer alan habere gore, kucuk yasta sohreti yakalayan pop sarkicisi ayni ay icinde ikinci kez dovmeciye gitti. Bu kez sag gogsunun uzerine dovme yaptiran Bieber'in bu konuda bagimlilik gelistirdigi dusunuluyor. Sarkici, ilk olarak 16 yasindayken kalcasinin uzerine bir kus dovmesi yaptirmisti. Henuz 18 yasinda olan sarkicinin son dovmesi ile birlikte vucuduna yaptirdigi dovme sayisi 8 oldu."
magazin,"Yayin gunu degisti Suskunlar artik pazar aksamlari ekrana gelecek... Murat Yildirim, Asli Enver, Berk Hakman, Sarp Akkaya ve Guven Murat Akpinar'in basrollerini ustlendigi 'Suskunlar'in gunu degisti. Show Tv'de persembe aksamlari izleyici ile bulusan dizi bundan boyle pazar aksamlari yayinlanacak."
magazin,"Yakisikli oyuncu, Swift'i reddetti RadarOnline sitesinde yer alan habere gore, MTV Muzik odullerinde En Iyi Kadin Sarkici odulunu kazanan 23 yasindaki Taylor Swift, 38 yasindaki Bradley Cooper ile 'iyi bir iliski' yasayabilecegine inaniyordu. Tum dunyada begeniyle izlenen ve 4 arkadasin sarhos gecen bir geceden sonra yasadigi cilginliklari anlatan ""Hangover - Felekten Bir Gece"" filminin yildizi Bradley Cooper'in, Swift'i cok genc buldugu ve yasina yakin biriyle ciddi bir iliski yasamak istedigi belirtiliyor. Avustralyali sarkici Taylor Swift'in ismi son olarak One Direction grubunun yakisikli uyesi Harry Styles ile anilmisti. Gectigimiz gunlerde kendi anne ve babasininki gibi sonsuza kadar surecek bir ask aradigini soyleyen Bradley Cooper ve Zoe Saldana ise gectigimiz ay ayrildi. Cift, Eylul 2011'de film setinde yakinlasmis, Ocak 2012'de de iliskilerini aciklamisti. Cooper, daha once ise oyuncu Renee Zellweger ile bir yili askin sure birlikte oldu. Cooper, 2006 yilinda Jennifer Esposito ile evlenmisti. Cift, bir yildan kisa sure evli kalmisti. 2011 yilinda yasayan en seksi erkek secilen Cooper, Hollywood'un en gozde aktorleri arasinda gosteriliyor."
magazin,"'Uzerine iserken hic utanmadim' US Magazine sitesinde yer alan habere gore; bir dergiye verdigi roportaj boyunca cok acik konusmaktan cekinmeyen Nicole Kidman, gectigimiz yil Cannes'da en cok konusulan konu haline gelen 'The Paperboy' filminde rol arkadasi Zac Efron'un ustune isedigi sahne ile ilgili ilginc aciklamalarda bulundu. Hollywood Reporter dergisinin yeni sayisinda yeni sinema projelerinden bahseden Hollywood'un basarili ve guzel oyuncularindan Nicole Kidman, 'The Paperboy' adli filmde rol arkadasinin uzerine idrarini yaptigi zaman utangaclik yasamadigini ama Kirmizi Degirmen'de (Moulin Rouge) sarki soylerken ne yapacagini sasirdigini soyledi. Paperboy adli filmde rol arkadasi Zac Efron'un ciplak gogsune idrarini yapmasiyla ilgili konusmaya devam eden Kidman sozlerine soyle devam etti; ""Oyuncu acisindan rol icin ne yapilmasi gerekiyorsa o yapilmali. O an siz bir karaktere can veriyorsunuz ve rolun getirisi ne ise onu yapmak zorundasiniz bunu geri cevrimezsiniz aksine hakkini vermelisiniz. Yoksa hicbir zaman basarili olamazsiniz."" . Paperboy yonetmeni Lee Daniels ile ilgili de ilginc yorumlarda bulunan guzel oyuncu, ''Lee, beni arkadan cekmek konusunda obsesifti. Bence o benim kalcama takintiliydi. Bence bu cok cok komik. O harika biri, onu cok seviyorum.'' seklinde konustu. Eski esi Tom Cruise ile birlikte rol aldigi Eyes Wide Shut / Gozleri Tamamen Kapali hakkinda da yorunlarda bulunan Kidman, ""Seks sahneleri gayet olmasi gereken gibiydi. Ortada sasirtici bir sey yok. Eger sasirilmasi gereken bir sey varsa o da siddet sahneleri seks sahnelerinden daha sok ediciydi"" aciklamasinda bulundu. Sahnedeyken cok rahat oldugunun altini cizen Nicole, ozel hayati hakkinda cekindigi tek seyin Tom Cruise ile bosanmayla biten evliligi ve Scientoloji tarikati oldugunu ifade etti. ""Ben Avustralya'dan geliyorum. Indie filmleriyle (bagimsiz yapimlar) buyudum. Bu nedenle yaptigim aslinda bilincsiz bir secim. Bir oyuncu olarak secimlerinizle yasar ve olursunuz. Bana studyo filmleri icin de bu yil teklifler geldi ve hepsini geri cevirdim'' seklinde konusan Nicole Kidman, Memento-esque Before I Go to Sleeplater adli film icin bu yil kamera karsisina gececek. Kidman'in rol aldigi Chan-Wook Park imzali gerilim filmi Stoker ise gelecek hafta Sundance Film Festivali'nde promiyer yapacak."
